Order_ID,Order_Date,Month,Month_Num,City,Customer_Segment,Cuisine_Type,Order_Value,Discount_Pct,Discount_Amount,Revenue,Delivery_Cost,Ops_Cost,Total_Cost,Profit,Profit_Margin_Pct,Delivery_Time_Mins,Customer_Rating,Is_Repeat_Customer,Has_Online_Delivery,Restaurant_Type
ORD10407,2023-03-01,March,3,Delhi,Premium,South Indian,810.0,25.5,206.0,604.0,85.0,146.0,437.0,373.0,61.8,49.0,3.3,0,Yes,South Indian
ORD10408,2023-09-24,September,9,Delhi,Budget,Fast Food,211.0,29.2,62.0,149.0,87.0,38.0,187.0,24.0,16.1,41.0,3.5,0,Yes,Fast Food
ORD10409,2023-02-04,February,2,Bangalore,Regular,Biryani,354.0,16.0,57.0,297.0,75.0,64.0,196.0,158.0,53.2,64.0,2.9,0,Yes,Biryani
ORD10410,2023-12-13,December,12,Mumbai,Premium,South Indian,804.0,38.5,310.0,494.0,99.0,145.0,554.0,250.0,50.6,44.0,3.8,0,Yes,South Indian
ORD10411,2023-06-19,June,6,Hyderabad,Regular,Chinese,344.0,25.9,89.0,255.0,63.0,62.0,214.0,130.0,51.0,41.0,4.1,0,Yes,Chinese
ORD10412,2023-04-06,April,4,Delhi,Regular,Chinese,569.0,24.1,137.0,432.0,111.0,102.0,350.0,219.0,50.7,50.0,3.7,1,Yes,Chinese
ORD10413,2023-08-19,August,8,Mumbai,Regular,Fast Food,469.0,29.4,138.0,331.0,73.0,84.0,295.0,174.0,52.6,48.0,3.5,1,Yes,Fast Food
ORD10414,2023-10-23,October,10,Hyderabad,Budget,South Indian,260.0,25.0,65.0,195.0,77.0,47.0,189.0,71.0,36.4,33.0,4.3,0,Yes,South Indian
ORD10415,2023-02-28,February,2,Mumbai,Budget,Desserts,329.0,15.4,51.0,278.0,76.0,59.0,186.0,143.0,51.4,23.0,3.7,0,Yes,Desserts
ORD10416,2023-11-09,November,11,Bangalore,Regular,Continental,580.0,30.9,179.0,401.0,69.0,104.0,352.0,228.0,56.9,34.0,3.6,1,Yes,Continental
ORD10417,2023-12-11,December,12,Delhi,Regular,Chinese,534.0,37.1,198.0,336.0,80.0,96.0,374.0,160.0,47.6,42.0,3.5,1,Yes,Chinese
ORD10418,2023-06-10,June,6,Pune,Budget,Chinese,226.0,19.3,44.0,182.0,46.0,41.0,131.0,95.0,52.2,59.0,3.3,0,Yes,Chinese
ORD10419,2023-08-03,August,8,Mumbai,Regular,Continental,572.0,29.4,168.0,404.0,101.0,103.0,372.0,200.0,49.5,54.0,3.3,0,Yes,Continental
ORD10420,2023-10-12,October,10,Bangalore,Regular,Chinese,490.0,26.0,127.0,363.0,69.0,88.0,284.0,206.0,56.7,35.0,3.9,1,Yes,Chinese
ORD10421,2023-07-03,July,7,Mumbai,Premium,North Indian,623.0,33.3,207.0,416.0,96.0,112.0,415.0,208.0,50.0,40.0,3.8,1,Yes,North Indian
ORD10422,2023-07-29,July,7,Mumbai,Budget,Desserts,267.0,29.3,78.0,189.0,74.0,48.0,200.0,67.0,35.4,50.0,3.4,0,Yes,Desserts
ORD10423,2023-10-17,October,10,Kolkata,Regular,South Indian,537.0,24.0,129.0,408.0,31.0,97.0,257.0,280.0,68.6,44.0,4.4,0,Yes,South Indian
ORD10424,2023-03-28,March,3,Delhi,Budget,Pizza,190.0,24.7,47.0,143.0,62.0,34.0,143.0,47.0,32.9,49.0,3.7,0,Yes,Pizza
ORD10425,2023-10-21,October,10,Chennai,Regular,South Indian,485.0,25.2,122.0,363.0,61.0,87.0,270.0,215.0,59.2,49.0,4.0,0,Yes,South Indian
ORD10426,2023-08-14,August,8,Chennai,Budget,North Indian,275.0,28.7,79.0,196.0,50.0,50.0,179.0,96.0,49.0,49.0,4.3,0,Yes,North Indian
ORD10427,2023-06-02,June,6,Mumbai,Premium,Fast Food,780.0,30.6,239.0,541.0,63.0,140.0,442.0,338.0,62.5,56.0,3.4,1,Yes,Fast Food
ORD10428,2023-08-13,August,8,Delhi,Premium,South Indian,474.0,33.5,159.0,315.0,85.0,85.0,329.0,145.0,46.0,39.0,3.7,1,Yes,South Indian
ORD10429,2023-12-30,December,12,Chennai,Budget,Biryani,270.0,35.7,96.0,174.0,57.0,49.0,202.0,68.0,39.1,50.0,3.4,0,Yes,Biryani
ORD10430,2023-01-31,January,1,Pune,Regular,Fast Food,501.0,18.6,93.0,408.0,56.0,90.0,239.0,262.0,64.2,50.0,3.8,0,Yes,Fast Food
ORD10431,2023-05-29,May,5,Pune,Budget,Pizza,194.0,24.6,48.0,146.0,76.0,35.0,159.0,35.0,24.0,38.0,4.1,0,Yes,Pizza
ORD10432,2023-03-11,March,3,Bangalore,Premium,South Indian,855.0,27.4,235.0,620.0,97.0,154.0,486.0,369.0,59.5,42.0,3.6,0,Yes,South Indian
ORD10433,2023-12-26,December,12,Ahmedabad,Premium,Chinese,797.0,39.5,315.0,482.0,43.0,143.0,501.0,296.0,61.4,50.0,2.9,1,Yes,Chinese
ORD10434,2023-09-08,September,9,Hyderabad,Premium,Continental,642.0,24.1,155.0,487.0,41.0,116.0,312.0,330.0,67.8,52.0,4.2,1,Yes,Continental
ORD10435,2023-11-21,November,11,Pune,Budget,South Indian,244.0,36.9,90.0,154.0,57.0,44.0,191.0,53.0,34.4,44.0,4.1,0,Yes,South Indian
ORD10436,2023-08-21,August,8,Delhi,Regular,Biryani,357.0,34.8,124.0,233.0,76.0,64.0,264.0,93.0,39.9,54.0,3.7,1,Yes,Biryani
ORD10437,2023-08-23,August,8,Mumbai,Regular,South Indian,469.0,30.0,141.0,328.0,93.0,84.0,318.0,151.0,46.0,17.0,4.3,0,Yes,South Indian
ORD10438,2023-04-22,April,4,Kolkata,Regular,Continental,385.0,29.0,112.0,273.0,30.0,69.0,211.0,174.0,63.7,47.0,4.2,0,Yes,Continental
ORD10439,2023-06-22,June,6,Bangalore,Budget,Pizza,242.0,25.7,62.0,180.0,83.0,44.0,189.0,53.0,29.4,60.0,4.0,1,Yes,Pizza
ORD10440,2023-01-24,January,1,Kolkata,Regular,North Indian,614.0,11.5,71.0,543.0,62.0,111.0,244.0,370.0,68.1,43.0,3.0,0,Yes,North Indian
ORD10441,2023-08-14,August,8,Bangalore,Budget,Chinese,235.0,27.3,64.0,171.0,56.0,42.0,162.0,73.0,42.7,65.0,3.3,0,Yes,Chinese
ORD10442,2023-11-29,November,11,Bangalore,Premium,Chinese,818.0,29.5,242.0,576.0,77.0,147.0,466.0,352.0,61.1,44.0,4.3,0,Yes,Chinese
ORD10443,2023-05-09,May,5,Kolkata,Budget,Biryani,213.0,17.2,37.0,176.0,54.0,38.0,129.0,84.0,47.7,35.0,3.3,0,Yes,Biryani
ORD10444,2023-12-25,December,12,Pune,Budget,Pizza,213.0,37.8,81.0,132.0,59.0,38.0,178.0,35.0,26.5,39.0,3.5,0,Yes,Pizza
ORD10445,2023-09-02,September,9,Mumbai,Budget,Fast Food,166.0,23.2,38.0,128.0,77.0,30.0,145.0,21.0,16.4,29.0,4.2,0,Yes,Fast Food
ORD10446,2023-12-23,December,12,Bangalore,Regular,North Indian,458.0,31.7,145.0,313.0,47.0,82.0,274.0,184.0,58.8,41.0,3.4,1,Yes,North Indian
ORD10447,2023-02-06,February,2,Kolkata,Regular,Desserts,482.0,14.9,72.0,410.0,71.0,87.0,230.0,252.0,61.5,23.0,4.0,1,Yes,Desserts
ORD10448,2023-06-03,June,6,Chennai,Budget,Biryani,240.0,19.6,47.0,193.0,64.0,43.0,154.0,86.0,44.6,45.0,3.3,0,Yes,Biryani
ORD10449,2023-02-05,February,2,Chennai,Budget,Chinese,231.0,19.5,45.0,186.0,42.0,42.0,129.0,102.0,54.8,53.0,3.5,1,Yes,Chinese
ORD10450,2023-11-18,November,11,Pune,Regular,Fast Food,640.0,36.2,232.0,408.0,59.0,115.0,406.0,234.0,57.4,36.0,3.2,0,Yes,Fast Food
ORD10451,2023-02-14,February,2,Pune,Regular,Fast Food,270.0,24.9,67.0,203.0,36.0,49.0,152.0,118.0,58.1,46.0,3.8,1,Yes,Fast Food
ORD10452,2023-08-08,August,8,Mumbai,Regular,Biryani,292.0,25.2,74.0,218.0,91.0,53.0,218.0,74.0,33.9,40.0,3.8,1,Yes,Biryani
ORD10453,2023-12-20,December,12,Delhi,Budget,Pizza,347.0,26.9,93.0,254.0,85.0,62.0,240.0,107.0,42.1,41.0,3.4,0,Yes,Pizza
ORD10454,2023-07-20,July,7,Kolkata,Budget,Fast Food,121.0,23.4,28.0,93.0,40.0,22.0,90.0,31.0,33.3,40.0,3.3,1,Yes,Fast Food
ORD10455,2023-07-17,July,7,Kolkata,Premium,Desserts,780.0,20.7,161.0,619.0,52.0,140.0,353.0,427.0,69.0,40.0,3.5,1,Yes,Desserts
ORD10456,2023-07-04,July,7,Pune,Regular,North Indian,467.0,33.0,154.0,313.0,67.0,84.0,305.0,162.0,51.8,32.0,4.4,1,Yes,North Indian
ORD10457,2023-10-07,October,10,Kolkata,Regular,Biryani,440.0,33.7,148.0,292.0,51.0,79.0,278.0,162.0,55.5,49.0,3.7,0,Yes,Biryani
ORD10458,2023-10-28,October,10,Jaipur,Regular,North Indian,545.0,24.5,134.0,411.0,49.0,98.0,281.0,264.0,64.2,36.0,3.9,1,Yes,North Indian
ORD10459,2023-09-17,September,9,Mumbai,Budget,Continental,181.0,26.3,48.0,133.0,80.0,33.0,161.0,20.0,15.0,44.0,3.6,0,Yes,Continental
ORD10460,2023-02-12,February,2,Chennai,Regular,Continental,437.0,21.1,92.0,345.0,30.0,79.0,201.0,236.0,68.4,37.0,3.8,0,Yes,Continental
ORD10461,2023-09-19,September,9,Mumbai,Budget,South Indian,260.0,35.8,93.0,167.0,63.0,47.0,203.0,57.0,34.1,57.0,3.1,0,Yes,South Indian
ORD10462,2023-06-08,June,6,Mumbai,Budget,South Indian,308.0,28.0,86.0,222.0,84.0,55.0,225.0,83.0,37.4,38.0,4.5,0,Yes,South Indian
ORD10463,2023-08-11,August,8,Kolkata,Budget,South Indian,178.0,22.2,40.0,138.0,65.0,32.0,137.0,41.0,29.7,52.0,3.3,0,Yes,South Indian
ORD10464,2023-03-03,March,3,Mumbai,Regular,Chinese,589.0,13.2,78.0,511.0,74.0,106.0,258.0,331.0,64.8,47.0,3.7,1,Yes,Chinese
ORD10465,2023-09-25,September,9,Mumbai,Regular,Biryani,437.0,29.8,130.0,307.0,90.0,79.0,299.0,138.0,45.0,52.0,2.8,0,Yes,Biryani
ORD10466,2023-03-02,March,3,Delhi,Budget,Pizza,328.0,24.6,81.0,247.0,47.0,59.0,187.0,141.0,57.1,54.0,4.0,1,Yes,Pizza
ORD10467,2023-05-15,May,5,Chennai,Budget,South Indian,185.0,26.7,49.0,136.0,48.0,33.0,130.0,55.0,40.4,31.0,3.8,0,Yes,South Indian
ORD10468,2023-01-29,January,1,Mumbai,Regular,Biryani,419.0,17.5,73.0,346.0,90.0,75.0,238.0,181.0,52.3,58.0,4.0,0,Yes,Biryani
ORD10469,2023-10-21,October,10,Delhi,Budget,South Indian,216.0,33.6,73.0,143.0,69.0,39.0,181.0,35.0,24.5,27.0,3.6,1,Yes,South Indian
ORD10470,2023-05-06,May,5,Hyderabad,Budget,North Indian,308.0,16.7,51.0,257.0,81.0,55.0,187.0,121.0,47.1,30.0,3.6,0,Yes,North Indian
ORD10471,2023-10-11,October,10,Ahmedabad,Budget,North Indian,248.0,35.5,88.0,160.0,52.0,45.0,185.0,63.0,39.4,34.0,4.0,0,Yes,North Indian
ORD10472,2023-08-02,August,8,Pune,Budget,Fast Food,222.0,34.2,76.0,146.0,60.0,40.0,176.0,46.0,31.5,48.0,3.6,0,Yes,Fast Food
ORD10473,2023-09-15,September,9,Chennai,Regular,South Indian,406.0,32.1,130.0,276.0,52.0,73.0,255.0,151.0,54.7,42.0,3.5,1,Yes,South Indian
ORD10474,2023-07-25,July,7,Delhi,Regular,North Indian,424.0,20.0,85.0,339.0,96.0,76.0,257.0,167.0,49.3,50.0,3.5,0,Yes,North Indian
ORD10475,2023-02-14,February,2,Delhi,Premium,Biryani,905.0,19.8,179.0,726.0,67.0,163.0,409.0,496.0,68.3,56.0,3.6,1,Yes,Biryani
ORD10476,2023-11-15,November,11,Mumbai,Regular,Pizza,439.0,28.6,126.0,313.0,85.0,79.0,290.0,149.0,47.6,29.0,3.4,1,Yes,Pizza
ORD10477,2023-10-07,October,10,Surat,Premium,Fast Food,621.0,34.9,217.0,404.0,44.0,112.0,373.0,248.0,61.4,59.0,4.3,1,Yes,Fast Food
ORD10478,2023-10-05,October,10,Mumbai,Regular,Fast Food,514.0,28.7,147.0,367.0,86.0,93.0,326.0,188.0,51.2,26.0,3.7,0,Yes,Fast Food
ORD10479,2023-12-03,December,12,Kolkata,Premium,North Indian,682.0,32.1,219.0,463.0,42.0,123.0,384.0,298.0,64.4,41.0,3.5,0,Yes,North Indian
ORD10480,2023-08-03,August,8,Delhi,Budget,Fast Food,131.0,27.9,37.0,94.0,83.0,24.0,144.0,-13.0,-13.8,33.0,3.9,1,Yes,Fast Food
ORD10481,2023-01-23,January,1,Surat,Regular,South Indian,657.0,23.8,156.0,501.0,30.0,118.0,304.0,353.0,70.5,16.0,4.0,0,Yes,South Indian
ORD10482,2023-08-23,August,8,Bangalore,Regular,Biryani,560.0,35.1,197.0,363.0,98.0,101.0,396.0,164.0,45.2,31.0,4.1,1,Yes,Biryani
ORD10483,2023-02-08,February,2,Mumbai,Budget,Continental,222.0,20.4,45.0,177.0,76.0,40.0,161.0,61.0,34.5,71.0,2.7,1,Yes,Continental
ORD10484,2023-05-14,May,5,Pune,Budget,Pizza,265.0,28.8,76.0,189.0,67.0,48.0,191.0,74.0,39.2,54.0,3.6,0,Yes,Pizza
ORD10485,2023-06-12,June,6,Delhi,Premium,Biryani,846.0,24.3,206.0,640.0,66.0,152.0,424.0,422.0,65.9,47.0,3.5,1,Yes,Biryani
ORD10486,2023-03-21,March,3,Jaipur,Budget,South Indian,287.0,14.6,42.0,245.0,39.0,52.0,133.0,154.0,62.9,46.0,3.6,0,Yes,South Indian
ORD10487,2023-04-17,April,4,Delhi,Budget,Biryani,318.0,21.3,68.0,250.0,71.0,57.0,196.0,122.0,48.8,26.0,4.4,0,Yes,Biryani
ORD10488,2023-12-27,December,12,Kolkata,Budget,Pizza,196.0,37.0,72.0,124.0,41.0,35.0,148.0,48.0,38.7,36.0,4.3,1,Yes,Pizza
ORD10489,2023-12-31,December,12,Kolkata,Budget,South Indian,122.0,30.2,37.0,85.0,98.0,22.0,157.0,-35.0,-41.2,53.0,3.6,0,Yes,South Indian
ORD10490,2023-03-31,March,3,Bangalore,Regular,Pizza,445.0,13.5,60.0,385.0,73.0,80.0,213.0,232.0,60.3,49.0,3.8,1,Yes,Pizza
ORD10491,2023-02-18,February,2,Bangalore,Regular,Fast Food,506.0,18.4,93.0,413.0,70.0,91.0,254.0,252.0,61.0,42.0,3.6,0,Yes,Fast Food
ORD10492,2023-03-08,March,3,Mumbai,Budget,Fast Food,238.0,16.0,38.0,200.0,95.0,43.0,176.0,62.0,31.0,50.0,2.4,0,Yes,Fast Food
ORD10493,2023-10-26,October,10,Hyderabad,Premium,South Indian,898.0,32.3,290.0,608.0,60.0,162.0,512.0,386.0,63.5,43.0,3.5,0,Yes,South Indian
ORD10494,2023-11-27,November,11,Mumbai,Premium,Fast Food,969.0,31.7,307.0,662.0,92.0,174.0,573.0,396.0,59.8,37.0,3.9,1,Yes,Fast Food
ORD10495,2023-03-04,March,3,Ahmedabad,Premium,Biryani,654.0,13.6,89.0,565.0,30.0,118.0,237.0,417.0,73.8,36.0,4.1,1,Yes,Biryani
ORD10496,2023-09-12,September,9,Mumbai,Regular,Continental,545.0,22.4,122.0,423.0,86.0,98.0,306.0,239.0,56.5,52.0,3.8,0,Yes,Continental
ORD10497,2023-05-21,May,5,Mumbai,Budget,Chinese,212.0,20.2,43.0,169.0,84.0,38.0,165.0,47.0,27.8,53.0,3.8,0,Yes,Chinese
ORD10498,2023-11-28,November,11,Mumbai,Regular,Fast Food,569.0,29.4,167.0,402.0,89.0,102.0,358.0,211.0,52.5,48.0,4.0,1,Yes,Fast Food
ORD10499,2023-07-16,July,7,Bangalore,Budget,Pizza,248.0,21.1,52.0,196.0,56.0,45.0,153.0,95.0,48.5,42.0,3.4,1,Yes,Pizza
ORD10500,2023-07-15,July,7,Kolkata,Regular,North Indian,382.0,30.7,117.0,265.0,49.0,69.0,235.0,147.0,55.5,34.0,3.7,1,Yes,North Indian
ORD10501,2023-07-18,July,7,Bangalore,Regular,Biryani,261.0,23.1,60.0,201.0,72.0,47.0,179.0,82.0,40.8,44.0,3.3,1,Yes,Biryani
ORD10502,2023-01-30,January,1,Pune,Budget,Pizza,290.0,22.1,64.0,226.0,74.0,52.0,190.0,100.0,44.2,27.0,3.6,0,Yes,Pizza
ORD10503,2023-03-23,March,3,Delhi,Regular,Fast Food,373.0,14.5,54.0,319.0,58.0,67.0,179.0,194.0,60.8,52.0,3.5,0,Yes,Fast Food
ORD10504,2023-04-23,April,4,Delhi,Premium,North Indian,760.0,23.1,176.0,584.0,42.0,137.0,355.0,405.0,69.3,50.0,3.1,0,Yes,North Indian
ORD10505,2023-04-01,April,4,Delhi,Premium,Chinese,809.0,18.0,146.0,663.0,76.0,146.0,368.0,441.0,66.5,58.0,2.9,1,Yes,Chinese
ORD10506,2023-12-27,December,12,Hyderabad,Budget,North Indian,100.0,37.0,37.0,63.0,60.0,18.0,115.0,-15.0,-23.8,61.0,3.9,0,Yes,North Indian
ORD10507,2023-09-10,September,9,Bangalore,Regular,Fast Food,471.0,30.1,142.0,329.0,62.0,85.0,289.0,182.0,55.3,52.0,3.2,1,Yes,Fast Food
ORD10508,2023-01-11,January,1,Mumbai,Budget,Fast Food,279.0,17.9,50.0,229.0,86.0,50.0,186.0,93.0,40.6,55.0,4.6,1,Yes,Fast Food
ORD10509,2023-06-24,June,6,Ahmedabad,Budget,Chinese,274.0,28.3,77.0,197.0,40.0,49.0,166.0,108.0,54.8,42.0,3.0,0,Yes,Chinese
ORD10510,2023-03-17,March,3,Kolkata,Budget,North Indian,208.0,21.8,45.0,163.0,45.0,37.0,127.0,81.0,49.7,37.0,3.8,0,Yes,North Indian
ORD10511,2023-02-07,February,2,Chennai,Premium,Biryani,677.0,17.1,116.0,561.0,71.0,122.0,309.0,368.0,65.6,43.0,3.7,0,Yes,Biryani
ORD10512,2023-06-15,June,6,Delhi,Budget,Pizza,230.0,19.5,45.0,185.0,74.0,41.0,160.0,70.0,37.8,52.0,3.2,1,Yes,Pizza
ORD10513,2023-11-29,November,11,Jaipur,Regular,Desserts,384.0,29.8,114.0,270.0,40.0,69.0,223.0,161.0,59.6,28.0,3.6,0,Yes,Desserts
ORD10514,2023-04-25,April,4,Bangalore,Premium,Biryani,729.0,24.5,178.0,551.0,82.0,131.0,391.0,338.0,61.3,46.0,3.7,0,Yes,Biryani
ORD10515,2023-03-07,March,3,Delhi,Regular,Pizza,535.0,15.7,84.0,451.0,70.0,96.0,250.0,285.0,63.2,48.0,3.6,1,Yes,Pizza
ORD10516,2023-04-04,April,4,Hyderabad,Regular,North Indian,477.0,23.5,112.0,365.0,48.0,86.0,246.0,231.0,63.3,18.0,4.0,0,Yes,North Indian
ORD10517,2023-09-12,September,9,Jaipur,Budget,South Indian,335.0,24.1,81.0,254.0,59.0,60.0,200.0,135.0,53.1,51.0,4.1,0,Yes,South Indian
ORD10518,2023-11-22,November,11,Delhi,Premium,Chinese,813.0,38.3,311.0,502.0,75.0,146.0,532.0,281.0,56.0,38.0,3.6,1,Yes,Chinese
ORD10519,2023-08-17,August,8,Hyderabad,Regular,Biryani,512.0,20.7,106.0,406.0,75.0,92.0,273.0,239.0,58.9,41.0,3.5,1,Yes,Biryani
ORD10520,2023-01-01,January,1,Hyderabad,Budget,South Indian,250.0,10.7,27.0,223.0,66.0,45.0,138.0,112.0,50.2,28.0,3.0,0,Yes,South Indian
ORD10521,2023-09-10,September,9,Delhi,Budget,Continental,217.0,35.2,76.0,141.0,54.0,39.0,169.0,48.0,34.0,39.0,3.7,0,Yes,Continental
ORD10522,2023-03-25,March,3,Delhi,Premium,Fast Food,732.0,19.8,145.0,587.0,94.0,132.0,371.0,361.0,61.5,47.0,3.7,0,Yes,Fast Food
ORD10523,2023-02-23,February,2,Mumbai,Budget,Pizza,287.0,12.6,36.0,251.0,61.0,52.0,149.0,138.0,55.0,55.0,3.5,1,Yes,Pizza
ORD10524,2023-06-23,June,6,Delhi,Regular,South Indian,517.0,26.4,137.0,380.0,56.0,93.0,286.0,231.0,60.8,28.0,4.2,0,Yes,South Indian
ORD10525,2023-11-07,November,11,Bangalore,Budget,Chinese,273.0,38.3,105.0,168.0,55.0,49.0,209.0,64.0,38.1,35.0,4.3,1,Yes,Chinese
ORD10526,2023-07-29,July,7,Mumbai,Budget,Fast Food,179.0,29.5,53.0,126.0,103.0,32.0,188.0,-9.0,-7.1,35.0,4.1,0,Yes,Fast Food
ORD10527,2023-06-02,June,6,Hyderabad,Budget,Pizza,230.0,21.1,48.0,182.0,66.0,41.0,155.0,75.0,41.2,37.0,3.7,1,Yes,Pizza
ORD10528,2023-01-28,January,1,Pune,Premium,Chinese,806.0,15.4,124.0,682.0,45.0,145.0,314.0,492.0,72.1,50.0,3.4,1,Yes,Chinese
ORD10529,2023-04-13,April,4,Delhi,Regular,Desserts,427.0,16.0,68.0,359.0,57.0,77.0,202.0,225.0,62.7,18.0,4.0,1,Yes,Desserts
ORD10530,2023-03-01,March,3,Pune,Premium,Desserts,1162.0,17.6,205.0,957.0,72.0,209.0,486.0,676.0,70.6,43.0,3.6,1,Yes,Desserts
ORD10531,2023-11-25,November,11,Bangalore,Regular,South Indian,452.0,33.2,150.0,302.0,77.0,81.0,308.0,144.0,47.7,32.0,4.3,1,Yes,South Indian
ORD10532,2023-01-23,January,1,Kolkata,Budget,Desserts,293.0,13.9,41.0,252.0,62.0,53.0,156.0,137.0,54.4,47.0,3.6,0,Yes,Desserts
ORD10533,2023-03-19,March,3,Delhi,Budget,North Indian,290.0,24.3,70.0,220.0,81.0,52.0,203.0,87.0,39.5,40.0,3.5,0,Yes,North Indian
ORD10534,2023-10-29,October,10,Mumbai,Budget,Continental,256.0,26.9,69.0,187.0,101.0,46.0,216.0,40.0,21.4,32.0,3.3,1,Yes,Continental
ORD10535,2023-10-21,October,10,Delhi,Regular,Desserts,466.0,36.7,171.0,295.0,73.0,84.0,328.0,138.0,46.8,46.0,3.7,0,Yes,Desserts
ORD10536,2023-09-15,September,9,Mumbai,Premium,North Indian,767.0,30.6,234.0,533.0,100.0,138.0,472.0,295.0,55.3,28.0,3.6,1,Yes,North Indian
ORD10537,2023-03-03,March,3,Pune,Premium,Chinese,785.0,27.2,214.0,571.0,35.0,141.0,390.0,395.0,69.2,41.0,4.4,1,Yes,Chinese
ORD10538,2023-04-09,April,4,Jaipur,Budget,Fast Food,251.0,16.4,41.0,210.0,48.0,45.0,134.0,117.0,55.7,29.0,3.6,0,Yes,Fast Food
ORD10539,2023-11-01,November,11,Surat,Regular,Chinese,412.0,28.9,119.0,293.0,37.0,74.0,230.0,182.0,62.1,54.0,3.7,0,Yes,Chinese
ORD10540,2023-10-12,October,10,Ahmedabad,Budget,Continental,183.0,29.5,54.0,129.0,52.0,33.0,139.0,44.0,34.1,47.0,4.1,0,Yes,Continental
ORD10541,2023-12-25,December,12,Delhi,Regular,North Indian,608.0,35.8,218.0,390.0,57.0,109.0,384.0,224.0,57.4,36.0,3.3,0,Yes,North Indian
ORD10542,2023-10-18,October,10,Delhi,Regular,Chinese,427.0,32.3,138.0,289.0,79.0,77.0,294.0,133.0,46.0,54.0,3.5,0,Yes,Chinese
ORD10543,2023-05-27,May,5,Ahmedabad,Premium,South Indian,752.0,29.0,218.0,534.0,50.0,135.0,403.0,349.0,65.4,34.0,4.7,0,Yes,South Indian
ORD10544,2023-10-20,October,10,Kolkata,Budget,Desserts,154.0,32.6,50.0,104.0,54.0,28.0,132.0,22.0,21.2,62.0,3.4,1,Yes,Desserts
ORD10545,2023-01-20,January,1,Delhi,Budget,Continental,239.0,15.9,38.0,201.0,67.0,43.0,148.0,91.0,45.3,42.0,4.2,0,Yes,Continental
ORD10546,2023-05-18,May,5,Hyderabad,Budget,Desserts,117.0,29.5,34.0,83.0,80.0,21.0,135.0,-18.0,-21.7,29.0,3.8,1,Yes,Desserts
ORD10547,2023-09-09,September,9,Chennai,Budget,Pizza,224.0,34.9,78.0,146.0,63.0,40.0,181.0,43.0,29.5,27.0,4.1,0,Yes,Pizza
ORD10548,2023-08-15,August,8,Surat,Budget,Pizza,371.0,32.1,119.0,252.0,30.0,67.0,216.0,155.0,61.5,43.0,3.4,0,Yes,Pizza
ORD10549,2023-04-07,April,4,Hyderabad,Regular,South Indian,493.0,21.1,104.0,389.0,57.0,89.0,250.0,243.0,62.5,36.0,4.0,0,Yes,South Indian
ORD10550,2023-01-29,January,1,Delhi,Regular,Biryani,630.0,17.7,112.0,518.0,69.0,113.0,294.0,336.0,64.9,51.0,3.0,1,Yes,Biryani
ORD10551,2023-09-26,September,9,Delhi,Regular,Chinese,354.0,35.2,125.0,229.0,79.0,64.0,268.0,86.0,37.6,59.0,3.6,1,Yes,Chinese
ORD10552,2023-05-08,May,5,Mumbai,Premium,North Indian,753.0,16.5,124.0,629.0,78.0,136.0,338.0,415.0,66.0,32.0,4.1,1,Yes,North Indian
ORD10553,2023-08-26,August,8,Delhi,Budget,Biryani,303.0,28.1,85.0,218.0,65.0,55.0,205.0,98.0,45.0,39.0,3.8,0,Yes,Biryani
ORD10554,2023-09-08,September,9,Mumbai,Budget,Biryani,224.0,30.9,69.0,155.0,77.0,40.0,186.0,38.0,24.5,65.0,3.3,1,Yes,Biryani
ORD10555,2023-06-26,June,6,Kolkata,Regular,Biryani,414.0,20.0,83.0,331.0,41.0,75.0,199.0,215.0,65.0,50.0,3.5,0,Yes,Biryani
ORD10556,2023-01-15,January,1,Hyderabad,Regular,Pizza,385.0,15.8,61.0,324.0,77.0,69.0,207.0,178.0,54.9,57.0,3.2,1,Yes,Pizza
ORD10557,2023-11-28,November,11,Pune,Premium,Fast Food,520.0,28.4,148.0,372.0,75.0,94.0,317.0,203.0,54.6,36.0,4.1,1,Yes,Fast Food
ORD10558,2023-08-31,August,8,Pune,Regular,North Indian,253.0,34.2,86.0,167.0,73.0,46.0,205.0,48.0,28.7,31.0,4.2,0,Yes,North Indian
ORD10559,2023-11-08,November,11,Pune,Budget,Pizza,251.0,37.1,93.0,158.0,46.0,45.0,184.0,67.0,42.4,39.0,4.0,0,Yes,Pizza
ORD10560,2023-07-12,July,7,Jaipur,Regular,Continental,461.0,31.8,146.0,315.0,54.0,83.0,283.0,178.0,56.5,62.0,2.8,0,Yes,Continental
ORD10561,2023-10-27,October,10,Mumbai,Budget,Continental,347.0,25.0,87.0,260.0,80.0,62.0,229.0,118.0,45.4,36.0,3.3,0,Yes,Continental
ORD10562,2023-10-15,October,10,Pune,Premium,Biryani,772.0,33.2,256.0,516.0,74.0,139.0,469.0,303.0,58.7,42.0,4.3,1,Yes,Biryani
ORD10563,2023-06-22,June,6,Delhi,Budget,South Indian,163.0,32.3,53.0,110.0,72.0,29.0,154.0,9.0,8.2,31.0,4.0,0,Yes,South Indian
ORD10564,2023-04-07,April,4,Kolkata,Budget,Pizza,303.0,16.7,51.0,252.0,45.0,55.0,151.0,152.0,60.3,16.0,4.2,0,Yes,Pizza
ORD10565,2023-12-05,December,12,Kolkata,Premium,Continental,866.0,31.3,271.0,595.0,57.0,156.0,484.0,382.0,64.2,55.0,3.1,1,Yes,Continental
